url,event,date
http://ufcstats.com/fight-details/16b4a0b06427f1ac,UFC 8: David vs Goliath,1996-02-16
http://ufcstats.com/fight-details/8d2e99599124a16f,UFC 8: David vs Goliath,1996-02-16
http://ufcstats.com/fight-details/e92abaf81ad5949b,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/31fc4d5d5d1a6126,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/c89017008da245be,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/ca62a52ab0bd9108,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/378ede9e541c82f9,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/db845f2e28c22b4c,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/6a060498e60756af,UFC 9: Motor City Madness,1996-05-17
http://ufcstats.com/fight-details/dc6a8ec4d6c477de,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/f59b1215176636f6,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/de2ced807ed3eb0b,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/e4acc3bb3c3e27d1,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/ba65a2f56dc6a5ed,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/bde5589889ded1c9,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/ced000124f98f276,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/b71cb011942f3176,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/6397fba14ce7f674,UFC 10: The Tournament,1996-07-12
http://ufcstats.com/fight-details/c413b0abc04358c3,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/3badedeb2c5533f4,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/b03b58b04dafa93a,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/7149494344c04258,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/398ff6015a5ba3b5,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/a5200c9bac3c420b,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/b633d9d9626239ec,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/9f6a7aee1fce539a,UFC 11: The Proving Ground,1996-09-20
http://ufcstats.com/fight-details/a5c90086fb65f58e,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/d93c8c77e1091a16,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/2f449bd58b3d9a99,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/9713ba5e92ee4f5d,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/f84070b049bc14e6,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/14e48e29fefe1b3d,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/fa48320affd3b2b4,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/f716e27b04a6fbb5,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/c8ff8a72f3c5a825,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/d595d2c36ddba8ee,UFC - Ultimate Ultimate '96,1996-12-07
http://ufcstats.com/fight-details/565ecefd8a37ad7e,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/77bf1e37929b0d59,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/18af785da73b5996,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/e45feb9866eb2da7,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/72e7d6d5328bc3d6,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/b28809d58f8c18fd,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/2963e9a4b8c10bc9,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/fa347a9ac9d0558c,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/3e813ba25895913d,UFC 12: Judgement Day,1997-02-07
http://ufcstats.com/fight-details/f3c33d0b7a087eaf,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/0473ef44197be419,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/45e49fe8d3d1bfb5,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/90557b479ce1c2a7,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/e3255c742fff811c,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/75d16f9eae9c6ea6,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/86f566f142593667,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/4165dd0c39926e2f,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/0e16795e385e76a7,UFC 13: The Ultimate Force,1997-05-30
http://ufcstats.com/fight-details/e83fd204d6c01e84,Brazil Open '97,1997-06-15
http://ufcstats.com/fight-details/e56d23dd63a0b0ec,Brazil Open '97,1997-06-15
http://ufcstats.com/fight-details/1586c14f26880553,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/f373e50e2fab3d5f,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/6158150558be0edf,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/e0a11799d3446b87,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/f44aa569b4eec404,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/3f6c0a76407e1863,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/c92596c3143db25b,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/1f561a3e35a9b48a,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/1a5171802bf3bce6,UFC 14: Showdown,1997-07-27
http://ufcstats.com/fight-details/2083ce2e6f6e5798,PRIDE 1,1997-10-11
http://ufcstats.com/fight-details/f248dbf531292b2c,PRIDE 1,1997-10-11
http://ufcstats.com/fight-details/ab3d6bfc5001e382,PRIDE 1,1997-10-11
http://ufcstats.com/fight-details/7eca2ad1c8e84b30,PRIDE 1,1997-10-11
http://ufcstats.com/fight-details/f8deb7ef6288cc7b,PRIDE 1,1997-10-11
http://ufcstats.com/fight-details/0cead5ba0726ae90,PRIDE 1,1997-10-11
http://ufcstats.com/fight-details/c99e302777049f2d,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/da77ead135cb4f17,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/6603f1d60bfeefa9,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/3bd789bcfb12368d,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/b5e49b35bc25c5a9,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/1c1f8f281b2065e0,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/b3cafb4e6e1b2ad0,UFC 15: Collision Course,1997-10-17
http://ufcstats.com/fight-details/0e0629a1503125a6,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/764e492b55c0ec40,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/2750ac5854e8b28b,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/e0c636beed345e1d,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/5c3542260741c6bc,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/ec1bda9a4c2aab42,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/748657d9ba9d7c71,UFC - Ultimate Japan,1997-12-21
http://ufcstats.com/fight-details/bc3beeb2224ea493,PRIDE 2,1998-03-05
http://ufcstats.com/fight-details/968766d39fe12bd4,PRIDE 2,1998-03-05
http://ufcstats.com/fight-details/7bbb46df42383d73,PRIDE 2,1998-03-05
http://ufcstats.com/fight-details/7f0e5ac5bcb5a0f3,PRIDE 2,1998-03-05
http://ufcstats.com/fight-details/2b7120d3f5e7b325,PRIDE 2,1998-03-05
http://ufcstats.com/fight-details/f1f9ae4be31392c7,PRIDE 2,1998-03-05
http://ufcstats.com/fight-details/b80872821bc4f6ba,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/4bce0ce561a65288,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/a3a328ca117184df,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/43885ee6cc5ed241,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/db936df21e61209e,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/16f25f0808db6f77,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/b55481006297ba05,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/f32f823658478705,UFC 16: Battle in the Bayou,1998-03-13
http://ufcstats.com/fight-details/ea535b46e0f69ad3,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/8b258bbb37f74a66,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/21aa163b80e504f9,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/8d83354075a937f2,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/74dcccd3d2f487a1,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/1e14e79a477f2357,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/17526cb9fb6072ef,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/a4d8e991ec42b048,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/1d3c1dedfba6eddc,UFC 17: Redemption,1998-05-15
http://ufcstats.com/fight-details/4fbb9b5eccbc3e5e,PRIDE 3,1998-06-24
http://ufcstats.com/fight-details/5689a290e1b09fe1,PRIDE 3,1998-06-24
http://ufcstats.com/fight-details/03df471ba3a9b2e2,PRIDE 3,1998-06-24
http://ufcstats.com/fight-details/7bfc563ff8bc4ebc,PRIDE 3,1998-06-24
http://ufcstats.com/fight-details/5996abe816710d15,PRIDE 3,1998-06-24
http://ufcstats.com/fight-details/6eb6be737ed0bb4d,PRIDE 3,1998-06-24
http://ufcstats.com/fight-details/b312baec8b33a370,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/a808944129b9d203,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/625e4fe0778b7b42,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/4b8678a16441dbe1,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/89fe06aef3da0954,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/29b10d5cf507e124,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/0cf790338401cad2,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/ebcf97b53ba4a4fe,PRIDE 4,1998-10-11
http://ufcstats.com/fight-details/635fbf57001897c7,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/35b871e0bdc1415b,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/b6de61e312dbb1db,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/dbdad3eb157703bc,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/07423d10cc23bfeb,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/f85bbc760000f001,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/3261bd16c10e3014,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/c8a04210d832a928,UFC - Ultimate Brazil,1998-10-16
http://ufcstats.com/fight-details/3008c84749681f1a,Vale Tudo Japan 1998,1998-10-25
http://ufcstats.com/fight-details/0cf7636471fc5e45,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/fb8e8d1a734b6fe8,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/48fccedc8889a473,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/6c15d41df17349c9,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/86090172facd6cf7,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/453118d7f05be814,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/3fc4d9f17be8d003,UFC 18: The Road to the Heavyweight Title,1999-01-08
http://ufcstats.com/fight-details/03afd7b6a217aaac,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/9a38c18f00bb8b8e,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/25215e8c06d7d63f,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/997753de17f81e3a,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/b26c2f616c9436fb,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/28f31c3fd7afe737,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/c03d0d781df4ad2a,UFC 19: Ultimate Young Guns,1999-03-05
http://ufcstats.com/fight-details/a957addd67dc611b,PRIDE 5,1999-04-29
http://ufcstats.com/fight-details/2804f94e534a19ba,PRIDE 5,1999-04-29
http://ufcstats.com/fight-details/1820d9f45e614aa9,PRIDE 5,1999-04-29
http://ufcstats.com/fight-details/b9a128467a3b1b21,PRIDE 5,1999-04-29
http://ufcstats.com/fight-details/4040fa6b8cb71ae1,PRIDE 5,1999-04-29
http://ufcstats.com/fight-details/4e580d89ff712b0a,PRIDE 5,1999-04-29
http://ufcstats.com/fight-details/79f9086932f21016,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/3a271d9d9210a818,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/6bb2a427004deecc,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/c892b23ad8f2208b,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/a3fe8217502c42a4,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/99b5010fd25911af,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/73c07530f667289f,UFC 20: Battle for the Gold,1999-05-07
http://ufcstats.com/fight-details/31a648a4e311a248,BRI 3,1999-06-01
http://ufcstats.com/fight-details/a3ea5158912c86d0,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/f576a9bc5756a2bd,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/50c45c4fe074f4f4,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/10fb3de37870d351,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/99d02515c21dfaef,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/dd3d1522b0ec7361,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/95a3d8f1890b2bb8,PRIDE 6,1999-07-04
http://ufcstats.com/fight-details/1db8bed8b4d30fb3,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/c6f8541973f69080,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/693e4a0bed9a1369,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/3e4199f9a69bac88,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/82cf32aea3d7edf3,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/38e3986b7cfff608,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/df8d4014d8206ab1,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/62ac5bff3c181f50,UFC 21: Return of the Champions,1999-07-16
http://ufcstats.com/fight-details/7c755367819db17d,PRIDE 7,1999-09-12
http://ufcstats.com/fight-details/d65a1a1247b1efd2,PRIDE 7,1999-09-12
http://ufcstats.com/fight-details/40aaaebf8b92724e,PRIDE 7,1999-09-12
http://ufcstats.com/fight-details/21c950a5627de2db,PRIDE 7,1999-09-12
http://ufcstats.com/fight-details/8e6f722a1ac55be8,PRIDE 7,1999-09-12
http://ufcstats.com/fight-details/7d04116c1d12ea11,PRIDE 7,1999-09-12
http://ufcstats.com/fight-details/a1c1e3c1e9c6cf1e,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/968cd768ac41e6ee,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/d9e86958bcb15c26,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/c6ead49500c047e5,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/c57acf13de48330a,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/eebf672428b168b7,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/96c247ba0eb1ac65,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/b1134affa18449dd,UFC 22: Only One Can be Champion,1999-09-24
http://ufcstats.com/fight-details/d0d97f7c471c87ce,KOTC 1,1999-10-30
http://ufcstats.com/fight-details/ee1950e871aa5cc2,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/a4e592c874e8233f,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/36c929fb1569d4b9,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/2cd6330ef18210b9,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/9c7830c91fad60d8,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/c22545a5881459ac,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/2ab41c5519d0b1b9,UFC 23: Ultimate Japan 2,1999-11-19
http://ufcstats.com/fight-details/c5a204241bee1b19,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/85b6e43cb6109242,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/7f84d211a1779931,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/fb8b796ffe2e0883,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/c33759ead046daa8,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/98f243f76632ac1f,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/2e3b45fd211a38f9,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/502e759919cd1daa,PRIDE 8,1999-11-21
http://ufcstats.com/fight-details/8ad416e5bfbc2c78,PRIDE Grand Prix 2000 Opening Round,2000-01-30
http://ufcstats.com/fight-details/94f82c2a65bd325e,PRIDE Grand Prix 2000 Opening Round,2000-01-30
http://ufcstats.com/fight-details/d229a1ad1f8d7c88,PRIDE Grand Prix 2000 Opening Round,2000-01-30
http://ufcstats.com/fight-details/baf35a0a28e3593a,PRIDE Grand Prix 2000 Opening Round,2000-01-30
http://ufcstats.com/fight-details/67c51216f9555763,PRIDE Grand Prix 2000 Opening Round,2000-01-30
http://ufcstats.com/fight-details/83ffee8bad43d83d,PRIDE Grand Prix 2000 Opening Round,2000-01-30
